"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2019","Greece","Current prices, million euro","Final consumption expenditure of households","139,173.7","p"
"2019","Spain","Current prices, million euro","Final consumption expenditure of households","739,680.0",""
"2019","France","Current prices, million euro","Final consumption expenditure of households","1,271,780.0","p"
"2019","Croatia","Current prices, million euro","Final consumption expenditure of households","39,785.2",""
"2019","Italy","Current prices, million euro","Final consumption expenditure of households","1,087,456.1",""
"2019","Cyprus","Current prices, million euro","Final consumption expenditure of households","15,885.0",""
"2019","Latvia","Current prices, million euro","Final consumption expenditure of households","17,720.9",""
"2019","Lithuania","Current prices, million euro","Final consumption expenditure of households","29,350.0",""
"2019","Luxembourg","Current prices, million euro","Final consumption expenditure of households","21,703.0",""
"2019","Hungary","Current prices, million euro","Final consumption expenditure of households","73,421.4",""
"2019","Malta","Current prices, million euro","Final consumption expenditure of households","7,451.5",""
"2019","Netherlands","Current prices, million euro","Final consumption expenditure of households","348,862.0",""
"2019","Austria","Current prices, million euro","Final consumption expenditure of households","204,786.9",""
"2019","Poland","Current prices, million euro","Final consumption expenditure of households","304,266.9",""
"2019","Portugal","Current prices, million euro","Final consumption expenditure of households","146,606.1",""
"2019","Romania","Current prices, million euro","Final consumption expenditure of households","135,759.0",""
"2019","Slovenia","Current prices, million euro","Final consumption expenditure of households","26,597.3",""
"2019","Slovakia","Current prices, million euro","Final consumption expenditure of households","52,766.0",""
"2019","Finland","Current prices, million euro","Final consumption expenditure of households","120,467.0",""
"2019","Sweden","Current prices, million euro","Final consumption expenditure of households","206,389.5",""
"2019","Iceland","Current prices, million euro","Final consumption expenditure of households","11,481.6",""
"2019","Norway","Current prices, million euro","Final consumption expenditure of households","144,213.5",""
"2019","Switzerland","Current prices, million euro","Final consumption expenditure of households","323,609.4","p"
"2019","United Kingdom","Current prices, million euro","Final consumption expenditure of households","1,538,782.4",""
"2019","Montenegro","Current prices, million euro","Final consumption expenditure of households","4,579.9",""
"2019","North Macedonia","Current prices, million euro","Final consumption expenditure of households","7,320.2","p"
"2019","Serbia","Current prices, million euro","Final consumption expenditure of households","30,682.3",""
"2019","Turkey","Current prices, million euro","Final consumption expenditure of households","413,720.6",""
"2019","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of households","13,950.4",""
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of households",":","c"
"2020","Belgium","Current prices, million euro","Final consumption expenditure of households","216,931.7","p"
"2020","Bulgaria","Current prices, million euro","Final consumption expenditure of households","36,249.7",""
"2020","Czechia","Current prices, million euro","Final consumption expenditure of households","97,446.5",""
"2020","Denmark","Current prices, million euro","Final consumption expenditure of households","139,770.3",""
"2020","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure of households","1,641,044.0","p"
"2020","Estonia","Current prices, million euro","Final consumption expenditure of households","12,919.2",""
"2020","Ireland","Current prices, million euro","Final consumption expenditure of households","91,309.5",""
"2020","Greece","Current prices, million euro","Final consumption expenditure of households","116,168.7","p"
"2020","Spain","Current prices, million euro","Final consumption expenditure of households","622,896.0",""
"2020","France","Current prices, million euro","Final consumption expenditure of households","1,181,934.0","p"
"2020","Croatia","Current prices, million euro","Final consumption expenditure of households","32,970.8","p"
"2020","Italy","Current prices, million euro","Final consumption expenditure of households","957,843.7",""
"2020","Cyprus","Current prices, million euro","Final consumption expenditure of households","13,505.4","p"
"2020","Latvia","Current prices, million euro","Final consumption expenditure of households","16,505.0",""
"2020","Lithuania","Current prices, million euro","Final consumption expenditure of households","28,972.5",""
"2020","Luxembourg","Current prices, million euro","Final consumption expenditure of households","19,796.9",""
"2020","Hungary","Current prices, million euro","Final consumption expenditure of households","66,920.4","p"
"2020","Malta","Current prices, million euro","Final consumption expenditure of households","5,856.6",""
"2020","Netherlands","Current prices, million euro","Final consumption expenditure of households","332,285.0","p"
"2020","Austria","Current prices, million euro","Final consumption expenditure of households","188,163.6",""
"2020","Poland","Current prices, million euro","Final consumption expenditure of households","293,608.9",""
"2020","Portugal","Current prices, million euro","Final consumption expenditure of households","129,421.8","p"
"2020","Romania","Current prices, million euro","Final consumption expenditure of households","130,187.6","p"
"2020","Slovenia","Current prices, million euro","Final consumption expenditure of households","23,681.3",""
"2020","Slovakia","Current prices, million euro","Final consumption expenditure of households","52,607.6",""
"2020","Finland","Current prices, million euro","Final consumption expenditure of households","115,667.0",""
"2020","Sweden","Current prices, million euro","Final consumption expenditure of households","202,949.6",""
"2020","Iceland","Current prices, million euro","Final consumption expenditure of households","9,384.4",""
"2020","Norway","Current prices, million euro","Final consumption expenditure of households","131,423.0",""
"2020","Switzerland","Current prices, million euro","Final consumption expenditure of households","316,905.6","p"
"2020","United Kingdom","Current prices, million euro","Final consumption expenditure of households",":",""
"2020","Montenegro","Current prices, million euro","Final consumption expenditure of households","3,518.1",""
"2020","North Macedonia","Current prices, million euro","Final consumption expenditure of households",":",""
"2020","Serbia","Current prices, million euro","Final consumption expenditure of households","30,761.8",""
"2020","Turkey","Current prices, million euro","Final consumption expenditure of households","362,517.1",""
"2020","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of households","12,971.7",""
"2020","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of households",":","c"
